,title,total_rater,average_rating,GMM_labels,HIE_labels,KMeans_labels
637,642,1,2.0,1.0,3.0,9.0
638,643,3,2.0,6.0,2.0,28.0
639,644,1,2.0,6.0,1.0,7.0
640,645,20,3.6,1.0,9.0,2.0
641,647,441,3.55,5.0,58.0,58.0
642,648,1527,3.43,8.0,68.0,19.0
643,649,15,4.19,1.0,7.0,43.0
644,650,89,3.47,11.0,20.0,64.0
645,651,1,2.0,6.0,1.0,7.0
646,652,9,2.89,3.0,8.0,20.0
647,653,612,3.23,2.0,70.0,13.0
648,654,0,0.0,,,
649,655,1,1.0,1.0,3.0,9.0
650,656,39,2.56,17.0,32.0,39.0
651,657,2,3.0,1.0,3.0,9.0
652,658,1,3.0,1.0,3.0,9.0
653,659,25,3.72,11.0,16.0,18.0
654,660,2,1.5,6.0,14.0,7.0
655,661,525,3.46,16.0,64.0,59.0
656,662,128,2.98,14.0,41.0,33.0
657,663,264,3.42,14.0,57.0,67.0
658,664,8,3.0,3.0,22.0,42.0
659,665,35,3.66,11.0,16.0,60.0
660,666,3,3.33,7.0,14.0,23.0
661,667,47,2.04,3.0,4.0,39.0
662,668,47,4.4,13.0,9.0,68.0
663,669,23,4.17,1.0,9.0,20.0
664,670,56,4.41,11.0,9.0,68.0
665,671,456,3.68,14.0,39.0,67.0
666,672,2,2.0,6.0,2.0,7.0
667,673,563,2.62,2.0,48.0,13.0
668,674,386,3.02,19.0,60.0,25.0
669,675,0,0.0,,,
670,676,0,0.0,,,
671,678,306,4.25,0.0,50.0,54.0
672,679,2,3.5,7.0,15.0,65.0
673,680,64,3.36,13.0,11.0,18.0
674,681,15,3.93,13.0,16.0,18.0
675,682,4,3.5,1.0,7.0,43.0
676,683,0,0.0,,,
677,684,1,1.0,1.0,3.0,9.0
678,685,30,3.3,11.0,15.0,60.0
679,687,3,3.0,1.0,4.0,9.0
680,688,213,2.28,4.0,27.0,27.0
681,690,2,2.0,1.0,4.0,9.0
682,691,121,3.1,17.0,31.0,38.0
683,692,106,2.11,4.0,30.0,51.0
684,693,0,0.0,,,
685,694,141,2.65,4.0,46.0,53.0
686,695,135,3.18,4.0,41.0,33.0
687,696,4,3.25,1.0,2.0,28.0
688,697,85,2.55,0.0,28.0,38.0
689,698,5,2.2,1.0,7.0,43.0
690,699,0,0.0,,,
691,700,145,3.32,17.0,25.0,6.0
692,701,1,4.0,7.0,13.0,23.0
693,702,27,3.67,13.0,16.0,18.0
694,703,10,1.6,1.0,4.0,2.0
695,704,42,2.31,3.0,33.0,39.0
696,705,36,3.83,11.0,23.0,60.0
697,706,2,2.5,1.0,4.0,9.0
698,707,275,3.09,19.0,41.0,3.0
699,708,679,3.43,9.0,61.0,62.0
700,709,144,3.04,16.0,27.0,27.0
701,710,51,2.33,17.0,32.0,6.0
702,711,62,2.5,17.0,34.0,32.0
703,712,2,3.5,7.0,15.0,65.0
704,713,0,0.0,,,
705,714,153,3.89,0.0,20.0,54.0
706,715,52,3.62,11.0,23.0,60.0
707,716,28,2.68,3.0,5.0,39.0
708,717,1,4.0,1.0,4.0,9.0
709,718,33,3.48,3.0,6.0,2.0
710,719,239,2.86,14.0,45.0,1.0
711,720,437,4.43,0.0,39.0,67.0
712,721,0,0.0,,,
713,722,26,3.81,3.0,6.0,20.0
714,723,0,0.0,,,
715,724,416,3.09,2.0,38.0,13.0
716,725,91,2.79,4.0,25.0,33.0
717,726,9,3.0,7.0,15.0,65.0
718,727,0,0.0,,,
719,728,217,3.76,0.0,50.0,22.0
720,729,3,3.67,1.0,7.0,43.0
721,730,1,1.0,1.0,7.0,43.0
722,731,47,2.85,11.0,21.0,12.0
723,732,6,2.83,7.0,15.0,65.0
724,733,1340,3.72,8.0,70.0,19.0
725,734,3,3.0,1.0,2.0,28.0
726,735,101,3.36,15.0,17.0,45.0
727,736,1110,3.17,8.0,70.0,19.0
728,737,300,2.03,4.0,46.0,53.0
729,738,0,0.0,,,
730,739,0,0.0,,,
731,741,314,4.09,4.0,39.0,67.0
732,742,174,2.53,15.0,37.0,10.0
733,743,107,2.57,17.0,25.0,6.0
734,744,3,2.0,1.0,4.0,2.0
735,745,657,4.52,0.0,39.0,67.0
736,746,31,4.0,13.0,16.0,44.0
737,747,55,2.0,17.0,32.0,6.0
738,748,417,3.15,2.0,71.0,13.0
739,749,4,2.75,7.0,15.0,65.0
740,750,1366,4.45,10.0,67.0,37.0
741,751,15,3.53,1.0,9.0,2.0
742,752,0,0.0,,,
743,753,32,3.16,11.0,23.0,60.0
744,754,13,2.92,3.0,6.0,2.0
745,755,9,3.78,7.0,16.0,65.0
746,756,4,3.0,1.0,2.0,28.0
747,757,4,3.75,1.0,4.0,9.0
748,758,1,4.0,1.0,7.0,43.0
749,759,58,4.1,1.0,9.0,2.0
750,760,33,3.52,3.0,16.0,42.0
751,761,123,2.79,4.0,27.0,51.0
752,762,298,2.18,14.0,48.0,1.0
753,763,1,3.0,7.0,13.0,23.0
754,764,74,3.27,11.0,20.0,0.0
755,765,171,2.63,14.0,25.0,1.0
756,766,100,3.57,0.0,50.0,54.0
757,767,24,3.21,11.0,23.0,60.0
758,768,0,0.0,,,
759,769,12,3.25,1.0,9.0,2.0
760,770,0,0.0,,,
761,771,18,3.78,1.0,4.0,9.0
762,772,0,0.0,,,
763,773,0,0.0,,,
764,774,1,4.0,1.0,4.0,9.0
765,775,9,3.22,7.0,16.0,42.0
766,776,4,3.0,1.0,4.0,9.0
767,777,0,0.0,,,
768,778,750,3.96,5.0,56.0,26.0
769,779,52,2.69,3.0,22.0,64.0
770,780,1730,3.51,8.0,68.0,16.0
771,781,103,3.38,0.0,28.0,0.0
772,782,145,2.55,14.0,41.0,33.0
773,783,390,3.22,16.0,64.0,59.0
774,784,385,2.73,9.0,61.0,34.0
775,785,765,3.48,9.0,57.0,46.0
776,786,460,3.12,2.0,47.0,30.0
777,787,3,5.0,1.0,4.0,9.0
778,788,948,3.0,9.0,71.0,49.0
779,789,2,3.0,6.0,2.0,28.0
780,790,1,3.0,1.0,3.0,9.0
781,791,2,3.5,1.0,3.0,9.0
782,792,1,4.0,1.0,4.0,9.0
783,793,10,2.6,1.0,4.0,9.0
784,794,0,0.0,,,
785,795,0,0.0,,,
786,796,3,3.33,7.0,14.0,23.0
787,797,0,0.0,,,
788,798,204,2.71,2.0,47.0,53.0
789,799,338,3.35,2.0,38.0,10.0
790,800,629,4.08,5.0,49.0,41.0
791,801,121,3.1,17.0,27.0,27.0
792,802,427,3.5,9.0,44.0,62.0
793,803,57,3.68,11.0,20.0,0.0
794,804,233,2.98,14.0,42.0,52.0
795,805,344,3.59,14.0,44.0,58.0
796,806,60,3.17,11.0,21.0,0.0
797,807,14,3.0,1.0,4.0,9.0
798,808,43,3.4,3.0,6.0,32.0
799,809,105,2.57,4.0,30.0,51.0
800,810,120,1.47,17.0,32.0,6.0
801,811,9,3.89,1.0,16.0,42.0
802,812,0,0.0,,,
803,813,47,2.51,17.0,32.0,6.0
804,814,1,3.0,1.0,4.0,9.0
805,815,6,2.0,1.0,4.0,9.0
806,816,0,0.0,,,
807,818,189,2.56,14.0,45.0,1.0
808,819,0,0.0,,,
809,820,4,3.25,7.0,15.0,65.0
810,821,2,2.0,1.0,4.0,9.0
811,822,0,0.0,,,
812,823,4,3.25,1.0,4.0,9.0
813,824,28,3.93,11.0,16.0,20.0
814,825,0,0.0,,,
815,826,1,1.0,1.0,3.0,9.0
816,827,2,3.0,7.0,13.0,23.0
817,828,54,2.91,3.0,6.0,32.0
818,829,131,2.29,17.0,25.0,6.0
819,830,295,2.95,14.0,44.0,1.0
820,831,20,3.85,3.0,4.0,2.0
821,832,564,3.48,9.0,58.0,19.0
822,833,78,2.18,17.0,25.0,6.0
823,834,4,2.0,1.0,6.0,9.0
824,835,103,3.13,17.0,28.0,38.0
825,836,237,2.65,2.0,47.0,53.0
826,837,218,3.48,17.0,27.0,27.0
827,838,501,3.88,5.0,43.0,35.0
828,839,135,2.21,4.0,30.0,51.0
829,840,50,2.56,17.0,32.0,6.0
830,841,25,3.4,3.0,24.0,5.0
831,842,151,2.59,15.0,37.0,45.0
832,843,1,1.0,1.0,4.0,9.0
833,844,7,3.57,1.0,4.0,9.0
834,845,0,0.0,,,
835,846,38,3.74,11.0,6.0,68.0
836,847,7,1.86,3.0,5.0,39.0
837,848,156,3.44,0.0,28.0,52.0
838,849,511,2.51,2.0,71.0,13.0
839,850,30,3.67,1.0,9.0,2.0
840,851,127,3.5,0.0,50.0,54.0
841,852,615,3.22,9.0,61.0,62.0
842,853,3,4.0,1.0,3.0,9.0
843,854,8,3.62,1.0,8.0,20.0
844,855,0,0.0,,,
845,856,0,0.0,,,
846,857,0,0.0,,,
847,858,2222,4.52,18.0,67.0,37.0
848,859,1,2.0,6.0,1.0,7.0
849,860,10,3.6,7.0,15.0,42.0
850,861,273,3.51,4.0,39.0,53.0
851,862,31,3.65,11.0,23.0,60.0
852,863,10,3.5,1.0,4.0,9.0
853,864,12,3.58,1.0,6.0,2.0
854,865,1,2.0,1.0,3.0,9.0
855,866,571,3.82,5.0,56.0,26.0
856,867,24,2.21,3.0,6.0,39.0
857,868,1,3.0,1.0,3.0,9.0
858,869,42,3.1,11.0,23.0,18.0
859,870,49,2.18,17.0,32.0,6.0
860,871,0,0.0,,,
861,872,1,3.0,1.0,3.0,9.0
862,873,0,0.0,,,
863,874,8,3.12,7.0,21.0,12.0
864,875,44,3.39,17.0,33.0,64.0
865,876,21,2.86,1.0,6.0,2.0
866,877,24,3.29,11.0,6.0,2.0
867,878,1,4.0,1.0,4.0,9.0
868,879,237,2.83,2.0,38.0,15.0
869,880,324,2.2,2.0,71.0,13.0
870,881,77,2.62,17.0,27.0,6.0
871,882,59,2.71,4.0,21.0,33.0
872,884,2,3.0,7.0,13.0,23.0
873,885,43,2.58,3.0,34.0,32.0
874,886,104,2.94,4.0,30.0,51.0
875,887,2,2.5,1.0,4.0,9.0
876,888,48,2.21,3.0,34.0,32.0
877,889,2,2.5,1.0,3.0,9.0
878,890,0,0.0,,,
879,891,183,2.36,15.0,37.0,45.0
880,892,152,3.86,0.0,20.0,22.0
881,893,69,3.7,11.0,21.0,0.0
882,894,0,0.0,,,
883,895,2,1.0,6.0,2.0,7.0
884,896,51,3.43,11.0,24.0,60.0
885,897,98,3.76,13.0,12.0,8.0
886,898,582,4.3,12.0,53.0,56.0
887,899,750,4.28,10.0,53.0,36.0
888,900,343,3.85,12.0,53.0,11.0
889,901,174,3.64,12.0,53.0,11.0
890,902,676,3.91,10.0,53.0,69.0
891,903,904,4.27,10.0,51.0,14.0
892,904,1049,4.48,10.0,51.0,14.0
893,905,374,4.28,12.0,53.0,56.0
894,906,187,4.1,12.0,52.0,56.0
895,907,105,3.92,13.0,12.0,63.0
896,908,1314,4.38,10.0,51.0,14.0
897,909,417,4.13,10.0,52.0,36.0
898,910,831,4.3,10.0,51.0,14.0
899,911,306,4.18,12.0,53.0,56.0
900,912,1668,4.41,10.0,51.0,14.0
901,913,1042,4.4,10.0,51.0,14.0
902,914,636,4.15,10.0,53.0,69.0
903,915,365,3.96,12.0,53.0,11.0
904,916,424,4.22,12.0,53.0,56.0
905,917,77,3.68,11.0,26.0,64.0
906,918,189,3.79,12.0,12.0,63.0
907,919,1717,4.25,18.0,67.0,37.0
908,920,1155,4.0,10.0,51.0,69.0
909,921,302,3.89,10.0,52.0,36.0
910,922,470,4.49,12.0,52.0,56.0
911,923,1115,4.39,10.0,51.0,14.0
912,924,1715,4.07,18.0,67.0,37.0
913,925,12,3.25,7.0,16.0,42.0
914,926,403,4.26,12.0,52.0,56.0
915,927,84,3.98,13.0,12.0,63.0
916,928,386,4.2,12.0,52.0,56.0
917,929,93,3.78,13.0,12.0,63.0
918,930,444,4.29,12.0,52.0,56.0
919,931,206,3.91,12.0,52.0,56.0
920,932,189,3.95,13.0,12.0,8.0
921,933,443,4.1,10.0,53.0,36.0
922,934,304,3.66,19.0,64.0,11.0
923,935,71,3.63,13.0,12.0,63.0
924,936,132,4.08,12.0,12.0,63.0
925,937,44,3.75,13.0,16.0,44.0
926,938,187,3.62,12.0,53.0,11.0
927,939,11,3.18,7.0,16.0,44.0
928,940,378,3.97,19.0,52.0,8.0
929,941,105,3.7,19.0,12.0,8.0
930,942,292,4.2,12.0,52.0,56.0
931,943,171,3.98,12.0,53.0,8.0
932,944,97,3.79,12.0,10.0,8.0
933,945,251,4.15,12.0,12.0,56.0
934,946,161,3.85,12.0,12.0,63.0
935,947,188,4.11,12.0,12.0,63.0
936,948,130,3.75,12.0,10.0,11.0
937,949,215,3.98,12.0,10.0,56.0
938,950,292,4.24,12.0,52.0,56.0
939,951,397,4.25,12.0,53.0,56.0
940,952,269,3.6,19.0,53.0,11.0
941,953,728,4.3,10.0,51.0,69.0
942,954,383,4.24,10.0,52.0,36.0
943,955,413,4.17,12.0,53.0,56.0
944,956,40,3.55,13.0,16.0,44.0
945,957,37,3.24,13.0,16.0,42.0
946,958,13,3.38,7.0,16.0,44.0
947,959,58,3.74,13.0,12.0,63.0
948,960,20,3.45,13.0,16.0,44.0
949,961,23,3.48,13.0,16.0,44.0
950,962,11,3.55,7.0,16.0,44.0
951,963,54,3.57,13.0,34.0,32.0
952,964,51,3.39,13.0,18.0,48.0
953,965,253,4.08,12.0,52.0,56.0
954,966,6,4.0,7.0,15.0,65.0
955,967,23,3.26,13.0,18.0,48.0
956,968,715,3.67,19.0,36.0,25.0
957,969,1057,4.25,10.0,51.0,36.0
958,970,37,3.41,13.0,11.0,63.0
959,971,271,4.05,12.0,52.0,56.0
960,972,6,3.17,7.0,16.0,65.0
961,973,82,3.91,13.0,12.0,63.0
962,974,16,3.75,7.0,16.0,44.0
963,975,2,1.5,1.0,3.0,9.0
964,976,56,3.57,13.0,18.0,48.0
965,977,2,2.0,6.0,2.0,7.0
966,978,99,3.94,13.0,11.0,63.0
967,979,0,0.0,,,
968,980,5,2.8,1.0,4.0,2.0
969,981,4,2.75,3.0,5.0,39.0
970,982,81,3.68,13.0,12.0,63.0
971,983,0,0.0,,,
972,984,33,2.67,11.0,22.0,64.0
973,985,4,3.75,1.0,4.0,9.0
974,986,232,3.6,16.0,26.0,27.0
975,987,40,2.9,11.0,20.0,0.0
976,988,69,3.38,0.0,20.0,0.0
977,989,1,5.0,1.0,3.0,9.0
978,990,54,2.57,4.0,30.0,51.0
979,991,170,3.52,0.0,43.0,61.0
980,992,20,2.6,3.0,8.0,12.0
981,993,9,3.11,11.0,8.0,20.0
982,994,449,4.1,5.0,49.0,41.0
983,996,256,2.91,4.0,46.0,53.0
984,997,28,3.36,11.0,20.0,0.0
985,998,93,3.01,17.0,28.0,38.0
986,999,286,3.28,14.0,41.0,33.0
987,1000,20,3.05,3.0,5.0,39.0
988,1001,0,0.0,,,
989,1002,8,4.25,1.0,4.0,9.0
990,1003,121,2.94,14.0,41.0,33.0
991,1004,101,2.66,4.0,30.0,51.0
992,1005,142,2.37,17.0,25.0,6.0
993,1006,78,3.09,17.0,28.0,38.0
994,1007,232,2.98,16.0,64.0,27.0
995,1008,97,3.33,13.0,12.0,8.0
996,1009,291,3.19,16.0,64.0,59.0
997,1010,242,3.27,16.0,64.0,59.0
998,1011,135,2.73,16.0,27.0,27.0
999,1012,301,3.7,16.0,64.0,59.0
1000,1013,258,3.57,16.0,64.0,59.0
1001,1014,136,3.4,16.0,26.0,27.0
1002,1015,234,3.35,16.0,27.0,27.0
1003,1016,156,3.22,16.0,64.0,27.0
1004,1017,276,3.59,16.0,64.0,59.0
1005,1018,123,3.25,16.0,26.0,27.0
1006,1019,575,3.7,19.0,60.0,25.0
1007,1020,392,3.24,9.0,45.0,1.0
1008,1021,247,2.77,16.0,27.0,27.0
1009,1022,577,3.76,9.0,63.0,59.0
1010,1023,221,3.99,16.0,26.0,27.0
1011,1024,126,3.25,16.0,26.0,27.0
1012,1025,293,3.61,16.0,64.0,59.0
1013,1026,8,3.62,7.0,15.0,65.0
1014,1027,344,3.16,9.0,44.0,58.0
1015,1028,1011,3.89,18.0,63.0,4.0
1016,1029,568,3.69,9.0,63.0,59.0
1017,1030,323,3.08,16.0,64.0,59.0
1018,1031,319,3.48,16.0,64.0,59.0
1019,1032,525,3.7,16.0,63.0,59.0
1020,1033,287,3.45,16.0,64.0,59.0
1021,1034,169,3.64,0.0,28.0,54.0
1022,1035,882,3.93,10.0,51.0,69.0
1023,1036,1665,4.12,8.0,68.0,16.0
1024,1037,615,2.66,2.0,71.0,13.0
1025,1038,11,3.27,7.0,15.0,65.0
1026,1039,3,3.67,1.0,3.0,9.0
1027,1040,5,3.0,7.0,14.0,65.0
1028,1041,473,4.04,0.0,49.0,41.0
1029,1042,528,3.48,9.0,61.0,62.0
1030,1043,108,2.84,17.0,42.0,52.0
1031,1044,35,3.29,11.0,23.0,60.0
1032,1045,0,0.0,,,
1033,1046,90,4.07,11.0,24.0,60.0
1034,1047,434,3.48,2.0,70.0,30.0
1035,1049,451,3.33,2.0,47.0,30.0
1036,1050,146,3.82,0.0,50.0,54.0
1037,1051,98,3.42,0.0,50.0,61.0
1038,1052,0,0.0,,,
1039,1053,35,2.91,11.0,21.0,12.0
1040,1054,81,3.31,11.0,28.0,0.0
1041,1055,19,2.74,4.0,21.0,12.0
1042,1056,50,3.54,11.0,20.0,0.0
1043,1057,274,3.56,0.0,49.0,61.0
1044,1058,11,3.27,1.0,8.0,20.0
1045,1059,479,3.4,5.0,57.0,58.0
1046,1060,786,3.94,5.0,56.0,46.0
1047,1061,374,3.55,5.0,58.0,58.0
1048,1062,2,2.5,1.0,3.0,9.0
1049,1063,26,3.15,11.0,24.0,60.0
1050,1064,209,2.89,16.0,27.0,27.0
1051,1065,0,0.0,,,
1052,1066,175,4.17,13.0,12.0,63.0
1053,1067,23,3.78,13.0,16.0,44.0
1054,1068,35,3.69,13.0,16.0,44.0
1055,1069,110,3.93,13.0,11.0,63.0
1056,1070,2,3.0,7.0,13.0,23.0
1057,1071,5,3.4,7.0,15.0,65.0
1058,1073,1313,3.86,18.0,67.0,4.0
1059,1075,0,0.0,,,
1060,1076,23,4.0,13.0,16.0,44.0
1061,1077,743,3.98,10.0,51.0,14.0
1062,1078,372,3.84,10.0,52.0,36.0
1063,1079,1325,3.97,18.0,67.0,37.0
1064,1080,925,4.02,18.0,65.0,37.0
1065,1081,434,3.62,10.0,53.0,69.0
1066,1082,154,3.7,12.0,52.0,31.0
1067,1083,164,3.53,19.0,53.0,11.0
1068,1084,686,4.1,10.0,51.0,14.0
1069,1085,131,3.78,12.0,12.0,8.0
1070,1086,379,4.08,10.0,52.0,36.0
1071,1087,18,3.44,3.0,6.0,2.0
1072,1088,687,3.31,9.0,65.0,62.0
1073,1089,1258,4.14,18.0,56.0,50.0
1074,1090,1142,4.09,18.0,67.0,37.0
1075,1091,372,2.79,9.0,62.0,34.0
1076,1092,751,3.54,8.0,58.0,50.0
1077,1093,680,3.41,5.0,57.0,46.0
1078,1094,1228,3.73,18.0,51.0,50.0
1079,1095,571,3.88,5.0,49.0,26.0
1080,1096,343,3.98,10.0,49.0,41.0
1081,1097,2268,3.97,18.0,67.0,16.0
1082,1098,5,2.4,7.0,15.0,65.0
1083,1099,194,3.99,19.0,55.0,11.0
1084,1100,420,2.81,2.0,47.0,30.0
1085,1101,1010,3.69,8.0,69.0,19.0
1086,1102,4,2.0,1.0,4.0,9.0
1087,1103,401,3.92,10.0,51.0,36.0
1088,1104,482,4.23,10.0,51.0,36.0
1089,1105,42,1.79,3.0,17.0,29.0
1090,1106,0,0.0,,,
1091,1107,3,2.0,1.0,3.0,9.0
1092,1108,0,0.0,,,
1093,1109,0,0.0,,,
1094,1110,0,0.0,,,
1095,1111,93,4.1,11.0,24.0,68.0
1096,1112,35,3.43,11.0,20.0,0.0
1097,1113,50,3.0,17.0,22.0,64.0
1098,1114,31,2.87,11.0,21.0,12.0
1099,1115,1,1.0,6.0,1.0,7.0
1100,1116,17,3.41,1.0,7.0,43.0
1101,1117,12,4.25,7.0,16.0,42.0
1102,1118,1,2.0,6.0,1.0,7.0
1103,1119,34,3.21,11.0,23.0,60.0
1104,1120,456,3.58,5.0,56.0,26.0
1105,1121,13,3.08,11.0,21.0,12.0
1106,1122,0,0.0,,,
1107,1123,33,3.73,11.0,24.0,20.0
1108,1124,404,3.74,10.0,54.0,69.0
1109,1125,385,3.78,10.0,53.0,69.0
1110,1126,317,2.37,14.0,48.0,1.0
1111,1127,1714,3.68,8.0,69.0,16.0
1112,1128,170,2.92,15.0,36.0,15.0
1113,1129,884,3.46,8.0,69.0,55.0
1114,1130,231,3.26,15.0,36.0,15.0
1115,1131,216,4.32,12.0,10.0,31.0
1116,1132,220,4.26,12.0,10.0,31.0
1117,1133,2,2.0,1.0,4.0,9.0
1118,1134,2,3.0,1.0,3.0,9.0
1119,1135,407,3.19,9.0,65.0,4.0
1120,1136,1598,4.34,18.0,67.0,37.0
1121,1137,0,0.0,,,
1122,1138,7,3.86,1.0,5.0,2.0
1123,1139,2,4.0,1.0,4.0,9.0
1124,1140,0,0.0,,,
1125,1141,0,0.0,,,
1126,1142,2,1.0,6.0,2.0,7.0
1127,1143,0,0.0,,,
1128,1144,16,3.75,1.0,9.0,2.0
1129,1145,2,2.5,6.0,2.0,28.0
1130,1146,0,0.0,,,
1131,1147,277,4.32,0.0,50.0,54.0
1132,1148,882,4.51,5.0,39.0,67.0
1133,1149,4,3.5,1.0,7.0,43.0
1134,1150,157,3.93,12.0,10.0,31.0
1135,1151,31,3.48,11.0,24.0,68.0
1136,1152,29,3.48,13.0,9.0,5.0
1137,1153,14,3.43,7.0,16.0,42.0
1138,1154,15,3.73,13.0,16.0,44.0
1139,1155,0,0.0,,,
1140,1156,0,0.0,,,
1141,1157,0,0.0,,,
1142,1158,0,0.0,,,
1143,1159,0,0.0,,,
1144,1160,6,2.17,7.0,13.0,23.0
1145,1161,94,3.95,12.0,10.0,31.0
1146,1162,96,3.91,13.0,11.0,63.0
1147,1163,19,2.95,1.0,4.0,9.0
1148,1164,5,3.6,1.0,4.0,9.0
1149,1165,1,1.0,1.0,3.0,9.0
1150,1166,0,0.0,,,
1151,1167,94,2.89,17.0,32.0,6.0
1152,1168,18,2.06,3.0,17.0,29.0
1153,1169,36,3.72,11.0,24.0,20.0
1154,1170,17,1.65,3.0,4.0,2.0
1155,1171,415,3.73,5.0,49.0,41.0
1156,1172,614,4.29,10.0,49.0,41.0
1157,1173,197,3.35,0.0,49.0,61.0
1158,1174,5,3.8,1.0,3.0,9.0
1159,1175,368,4.0,0.0,39.0,54.0
1160,1176,129,3.94,11.0,20.0,0.0
1161,1177,147,3.99,0.0,20.0,22.0
1162,1178,230,4.47,12.0,10.0,31.0
1163,1179,884,3.79,10.0,51.0,14.0
1164,1180,50,3.84,11.0,23.0,60.0
1165,1181,10,2.9,3.0,8.0,20.0
1166,1183,989,3.61,5.0,56.0,26.0
1167,1184,91,3.8,11.0,23.0,0.0
1168,1185,452,3.96,10.0,49.0,41.0
1169,1186,562,3.61,10.0,51.0,69.0
1170,1187,147,3.66,0.0,20.0,22.0
1171,1188,675,3.95,0.0,49.0,41.0
1172,1189,268,4.25,12.0,10.0,31.0
1173,1190,132,3.51,0.0,50.0,61.0
1174,1191,209,3.06,0.0,50.0,61.0
1175,1192,105,4.03,11.0,24.0,68.0
1176,1193,1724,4.39,10.0,51.0,37.0
1177,1194,212,3.48,19.0,36.0,3.0
1178,1196,2989,4.29,18.0,68.0,16.0
1179,1197,2318,4.3,18.0,67.0,16.0
1180,1198,2513,4.48,18.0,68.0,16.0
1181,1199,912,4.1,10.0,59.0,14.0
1182,1200,1819,4.13,8.0,68.0,16.0
1183,1201,822,4.13,10.0,60.0,25.0
1184,1202,72,3.61,11.0,11.0,18.0
1185,1203,615,4.3,10.0,52.0,36.0
1186,1204,831,4.4,10.0,51.0,14.0
1187,1205,231,3.38,4.0,39.0,51.0
1188,1206,1228,4.08,18.0,67.0,37.0
1189,1207,928,4.43,10.0,51.0,14.0
1190,1208,1175,4.24,18.0,67.0,37.0
1191,1209,173,4.02,19.0,52.0,8.0
1192,1210,2882,4.02,8.0,68.0,16.0
1193,1211,241,4.11,12.0,10.0,31.0
1194,1212,479,4.45,12.0,52.0,56.0
1195,1213,1656,4.28,18.0,66.0,50.0
1196,1214,2023,4.16,18.0,68.0,16.0
1197,1215,945,3.8,2.0,60.0,13.0
1198,1216,87,3.66,11.0,29.0,68.0
1199,1217,356,4.27,12.0,10.0,31.0
1200,1218,244,4.2,0.0,39.0,67.0
1201,1219,1262,4.22,18.0,59.0,37.0
1202,1220,1340,3.94,18.0,67.0,16.0
1203,1221,1691,4.36,18.0,67.0,37.0
1204,1222,1253,4.11,18.0,67.0,16.0
1205,1223,473,4.36,0.0,39.0,67.0
1206,1224,426,4.29,12.0,10.0,36.0
1207,1225,1381,4.25,18.0,51.0,37.0
1208,1226,226,4.05,12.0,53.0,8.0
1209,1227,241,3.86,19.0,55.0,3.0
1210,1228,676,4.19,10.0,51.0,14.0
1211,1230,1333,4.14,10.0,51.0,14.0
1212,1231,749,4.08,10.0,51.0,69.0
1213,1232,52,3.63,13.0,16.0,18.0
1214,1233,1001,4.3,10.0,51.0,14.0
1215,1234,1049,4.32,10.0,51.0,37.0
1216,1235,696,4.16,10.0,51.0,14.0
1217,1236,90,4.19,11.0,20.0,0.0
1218,1237,298,4.23,12.0,10.0,31.0
1219,1238,351,4.0,12.0,52.0,31.0
1220,1240,2097,4.15,8.0,68.0,16.0
1221,1241,70,3.36,3.0,17.0,12.0
1222,1242,1111,4.19,18.0,67.0,37.0
1223,1243,325,3.98,0.0,39.0,67.0
1224,1244,717,4.08,10.0,51.0,14.0
1225,1245,358,4.01,5.0,49.0,41.0
1226,1246,854,4.01,18.0,65.0,4.0
1227,1247,1260,4.25,10.0,51.0,14.0
1228,1248,513,4.22,12.0,52.0,56.0
1229,1249,732,4.01,5.0,59.0,26.0
1230,1250,937,4.39,10.0,51.0,14.0
1231,1251,227,4.11,12.0,10.0,31.0
1232,1252,1184,4.34,10.0,51.0,14.0
1233,1253,558,4.14,19.0,60.0,25.0
1234,1254,452,4.29,12.0,52.0,36.0
1235,1255,54,3.41,3.0,17.0,29.0
1236,1256,594,4.21,10.0,51.0,36.0
1237,1257,472,3.92,9.0,62.0,46.0
1238,1258,1086,4.1,18.0,59.0,37.0
1239,1259,1784,4.1,18.0,67.0,37.0
1240,1260,308,4.3,12.0,52.0,56.0
1241,1261,548,3.83,2.0,60.0,15.0
1242,1262,696,4.38,10.0,51.0,36.0
1243,1263,699,4.11,10.0,51.0,14.0
1244,1264,256,4.05,12.0,10.0,31.0
1245,1265,2277,3.95,18.0,67.0,17.0
1246,1266,997,4.09,18.0,67.0,37.0
1247,1267,765,4.33,10.0,51.0,14.0
1248,1268,317,3.49,5.0,57.0,58.0
1249,1269,672,4.17,10.0,53.0,36.0
1250,1270,2582,3.99,18.0,67.0,16.0
1251,1271,593,3.81,5.0,56.0,26.0
1252,1272,645,4.27,10.0,51.0,14.0
1253,1273,145,3.97,12.0,10.0,31.0
1254,1274,452,3.93,2.0,39.0,67.0
1255,1275,741,3.85,8.0,71.0,55.0
1256,1276,929,4.25,10.0,51.0,14.0
1257,1277,363,3.88,0.0,10.0,22.0
1258,1278,1192,4.25,18.0,67.0,37.0
1259,1279,194,3.75,0.0,50.0,54.0
1260,1280,276,4.17,0.0,50.0,22.0
1261,1281,216,4.03,12.0,10.0,31.0
1262,1282,943,3.9,18.0,63.0,37.0
1263,1283,402,4.18,10.0,52.0,36.0
1264,1284,541,4.31,12.0,52.0,56.0
1265,1285,802,3.82,18.0,65.0,4.0
1266,1286,285,3.59,19.0,64.0,35.0
